name,metric,4.0,5.0,6.0,7.0
c1b1_20150408_202135_998,mse,-2.0,-5.0,-6.0,3.5
c1b1_20150408_202135_998,ssim,4.0,5.0,-6.0,-3.5
c1b1_20150408_202135_998,ms_ssim,-2.0,5.0,-6.0,3.5
1125_20151222_132536_396,mse,-4.0,2.5,-6.0,-3.5
1125_20151222_132536_396,ssim,2.0,-2.5,-6.0,3.5
1125_20151222_132536_396,ms_ssim,-4.0,2.5,6.0,-3.5
33TJ_20150729_164051_450,mse,4.0,5.0,-6.0,-3.5
33TJ_20150729_164051_450,ssim,-4.0,5.0,-3.0,-3.5
33TJ_20150729_164051_450,ms_ssim,4.0,5.0,-6.0,-3.5
0127_20161104_045104_695,mse,4.0,2.5,6.0,3.5
0127_20161104_045104_695,ssim,2.0,2.5,3.0,3.5
0127_20161104_045104_695,ms_ssim,4.0,2.5,6.0,3.5
0155_20160831_142533_544,mse,2.0,2.5,-3.0,-3.5
0155_20160831_142533_544,ssim,2.0,5.0,-3.0,7.0
0155_20160831_142533_544,ms_ssim,2.0,2.5,6.0,-3.5
33TJ_20150722_192704_564,mse,-2.0,2.5,6.0,-7.0
33TJ_20150722_192704_564,ssim,-2.0,2.5,6.0,-3.5
33TJ_20150722_192704_564,ms_ssim,-2.0,-2.5,6.0,-7.0
0039_20141009_180940_376,mse,4.0,-5.0,-3.0,3.5
0039_20141009_180940_376,ssim,-2.0,-5.0,-3.0,3.5
0039_20141009_180940_376,ms_ssim,4.0,-5.0,6.0,3.5
0382_20150919_131054_676,mse,4.0,-2.5,6.0,-7.0
0382_20150919_131054_676,ssim,-2.0,-5.0,-3.0,7.0
0382_20150919_131054_676,ms_ssim,4.0,-2.5,6.0,-3.5
1125_20151220_210945_932,mse,-4.0,2.5,6.0,-7.0
1125_20151220_210945_932,ssim,-4.0,5.0,-3.0,7.0
1125_20151220_210945_932,ms_ssim,-4.0,2.5,6.0,-7.0
0039_20141005_133625_630,mse,4.0,5.0,-6.0,-7.0
0039_20141005_133625_630,ssim,4.0,5.0,-6.0,3.5
0039_20141005_133625_630,ms_ssim,4.0,5.0,-6.0,-7.0
4742_20150918_193024_007,mse,-4.0,2.5,-3.0,-7.0
4742_20150918_193024_007,ssim,-2.0,-2.5,6.0,3.5
4742_20150918_193024_007,ms_ssim,-4.0,2.5,-3.0,-7.0
4WBR_20150507_201013_350,mse,-4.0,-2.5,3.0,-7.0
4WBR_20150507_201013_350,ssim,-4.0,-2.5,3.0,-7.0
4WBR_20150507_201013_350,ms_ssim,-4.0,-2.5,3.0,-7.0
6G7M_20150403_160129_600,mse,2.0,-5.0,-6.0,3.5
6G7M_20150403_160129_600,ssim,2.0,-5.0,-6.0,3.5
6G7M_20150403_160129_600,ms_ssim,2.0,-5.0,-6.0,3.5
0039_20141007_133820_494,mse,-4.0,2.5,-6.0,-3.5
0039_20141007_133820_494,ssim,-4.0,2.5,-6.0,-3.5
0039_20141007_133820_494,ms_ssim,-4.0,-5.0,-6.0,7.0
1125_20151226_191658_702,mse,2.0,5.0,3.0,3.5
1125_20151226_191658_702,ssim,-2.0,-5.0,-3.0,-3.5
1125_20151226_191658_702,ms_ssim,2.0,-2.5,3.0,-7.0
6G7M_20150307_135224_980,mse,-2.0,-5.0,-3.0,-7.0
6G7M_20150307_135224_980,ssim,-2.0,-5.0,-3.0,7.0
6G7M_20150307_135224_980,ms_ssim,-2.0,-5.0,-3.0,-7.0
0030_20151217_221638_353,mse,-2.0,2.5,-6.0,3.5
0030_20151217_221638_353,ssim,4.0,5.0,6.0,3.5
0030_20151217_221638_353,ms_ssim,4.0,5.0,-3.0,3.5
c1b1_20150408_152919_339,mse,2.0,2.5,-3.0,-7.0
c1b1_20150408_152919_339,ssim,2.0,2.5,-3.0,-7.0
c1b1_20150408_152919_339,ms_ssim,-4.0,2.5,6.0,-3.5
6G7M_20150419_024132_249,mse,-4.0,-5.0,3.0,7.0
6G7M_20150419_024132_249,ssim,-4.0,2.5,3.0,7.0
6G7M_20150419_024132_249,ms_ssim,-4.0,-2.5,3.0,-3.5
0155_20161002_145356_584,mse,-4.0,2.5,-3.0,-7.0
0155_20161002_145356_584,ssim,-4.0,-5.0,3.0,-7.0
0155_20161002_145356_584,ms_ssim,-4.0,2.5,-3.0,-7.0
0155_20160829_195210_690,mse,4.0,-5.0,3.0,-7.0
0155_20160829_195210_690,ssim,2.0,-5.0,6.0,7.0
0155_20160829_195210_690,ms_ssim,-2.0,-5.0,3.0,-7.0
33TJ_20150820_131552_515,mse,-2.0,-5.0,-6.0,-3.5
33TJ_20150820_131552_515,ssim,2.0,5.0,6.0,7.0
33TJ_20150820_131552_515,ms_ssim,-2.0,-5.0,-6.0,-3.5
6G7M_20150307_164954_725,mse,-2.0,-2.5,-6.0,3.5
6G7M_20150307_164954_725,ssim,-4.0,2.5,-6.0,3.5
6G7M_20150307_164954_725,ms_ssim,-2.0,-2.5,-6.0,3.5
4KK2_20150910_145708_024,mse,-4.0,5.0,-3.0,7.0
4KK2_20150910_145708_024,ssim,-2.0,5.0,6.0,-7.0
4KK2_20150910_145708_024,ms_ssim,-4.0,5.0,-3.0,7.0
33TJ_20150819_102937_206,mse,4.0,5.0,-3.0,-3.5
33TJ_20150819_102937_206,ssim,4.0,5.0,-3.0,-3.5
33TJ_20150819_102937_206,ms_ssim,-4.0,5.0,-3.0,-3.5
J6VL_20150918_191516_946,mse,2.0,2.5,-3.0,7.0
J6VL_20150918_191516_946,ssim,2.0,2.5,-3.0,7.0
J6VL_20150918_191516_946,ms_ssim,2.0,2.5,-3.0,7.0
4WBR_20150502_190224_916,mse,4.0,-2.5,-3.0,-3.5
4WBR_20150502_190224_916,ssim,4.0,-5.0,-3.0,-3.5
4WBR_20150502_190224_916,ms_ssim,4.0,-5.0,-3.0,-3.5
0127_20161105_180805_785,mse,-2.0,-5.0,3.0,7.0
0127_20161105_180805_785,ssim,4.0,5.0,-3.0,-3.5
0127_20161105_180805_785,ms_ssim,4.0,-5.0,-3.0,7.0
47L8_20150518_201350_875,mse,-2.0,2.5,3.0,3.5
47L8_20150518_201350_875,ssim,-4.0,5.0,6.0,-3.5
47L8_20150518_201350_875,ms_ssim,-2.0,2.5,3.0,-3.5
9bf4_20150818_120602_030,mse,-4.0,5.0,-6.0,-3.5
9bf4_20150818_120602_030,ssim,2.0,-5.0,6.0,-7.0
9bf4_20150818_120602_030,ms_ssim,-2.0,5.0,-6.0,-3.5
0037_20160719_131434_981,mse,2.0,2.5,-3.0,-7.0
0037_20160719_131434_981,ssim,2.0,5.0,-3.0,-7.0
0037_20160719_131434_981,ms_ssim,2.0,2.5,-3.0,-7.0
4KK2_20150912_123156_662,mse,-4.0,2.5,6.0,-7.0
4KK2_20150912_123156_662,ssim,2.0,-2.5,-6.0,-3.5
4KK2_20150912_123156_662,ms_ssim,-4.0,2.5,6.0,3.5
6G7M_20150415_200543_184,mse,-2.0,2.5,-6.0,3.5
6G7M_20150415_200543_184,ssim,-4.0,5.0,-3.0,3.5
6G7M_20150415_200543_184,ms_ssim,-4.0,-2.5,-3.0,-3.5
5a9e_20141009_143704_037,mse,4.0,-2.5,-6.0,3.5
5a9e_20141009_143704_037,ssim,4.0,-2.5,-6.0,3.5
5a9e_20141009_143704_037,ms_ssim,4.0,-2.5,-6.0,3.5
0155_20160910_225017_784,mse,4.0,2.5,6.0,7.0
0155_20160910_225017_784,ssim,2.0,2.5,6.0,-7.0
0155_20160910_225017_784,ms_ssim,-4.0,2.5,-3.0,-3.5
0830_20151107_165337_232,mse,2.0,2.5,-3.0,7.0
0830_20151107_165337_232,ssim,-2.0,2.5,-3.0,-3.5
0830_20151107_165337_232,ms_ssim,2.0,2.5,-3.0,7.0
0030_20151008_105236_560,mse,-4.0,5.0,-6.0,7.0
0030_20151008_105236_560,ssim,-4.0,5.0,6.0,3.5
0030_20151008_105236_560,ms_ssim,2.0,5.0,-6.0,7.0
0155_20160910_224959_832,mse,2.0,-5.0,-6.0,-7.0
0155_20160910_224959_832,ssim,4.0,5.0,-3.0,3.5
0155_20160910_224959_832,ms_ssim,2.0,-5.0,-3.0,3.5
6G7M_20150311_224124_637,mse,4.0,-2.5,3.0,-7.0
6G7M_20150311_224124_637,ssim,4.0,5.0,3.0,-7.0
6G7M_20150311_224124_637,ms_ssim,4.0,-2.5,3.0,7.0
4KK2_20150910_145901_288,mse,4.0,5.0,-3.0,3.5
4KK2_20150910_145901_288,ssim,4.0,5.0,-3.0,3.5
4KK2_20150910_145901_288,ms_ssim,4.0,5.0,-3.0,3.5
1125_20160317_163246_565,mse,-4.0,-2.5,-3.0,3.5
1125_20160317_163246_565,ssim,-2.0,5.0,-3.0,3.5
1125_20160317_163246_565,ms_ssim,-4.0,5.0,-3.0,3.5
0047_20160609_125554_160,mse,2.0,-5.0,6.0,3.5
0047_20160609_125554_160,ssim,2.0,-5.0,6.0,3.5
0047_20160609_125554_160,ms_ssim,2.0,-5.0,6.0,3.5
0043_20160826_141134_428,mse,2.0,2.5,6.0,7.0
0043_20160826_141134_428,ssim,2.0,-5.0,6.0,7.0
0043_20160826_141134_428,ms_ssim,2.0,2.5,6.0,3.5
6FHF_20150307_153355_468,mse,-2.0,-5.0,3.0,-7.0
6FHF_20150307_153355_468,ssim,2.0,5.0,-3.0,7.0
6FHF_20150307_153355_468,ms_ssim,-2.0,-5.0,3.0,-7.0
1125_20151201_113003_155,mse,4.0,-5.0,-6.0,-7.0
1125_20151201_113003_155,ssim,4.0,-2.5,-6.0,7.0
1125_20151201_113003_155,ms_ssim,4.0,-5.0,-6.0,-7.0
5066_20151225_152852_273,mse,4.0,2.5,6.0,3.5
5066_20151225_152852_273,ssim,2.0,-2.5,-6.0,-7.0
5066_20151225_152852_273,ms_ssim,4.0,-2.5,6.0,3.5
0919_20150905_120128_056,mse,4.0,2.5,-3.0,-3.5
0919_20150905_120128_056,ssim,-2.0,5.0,6.0,7.0
0919_20150905_120128_056,ms_ssim,4.0,2.5,-3.0,-3.5
6FHF_20150303_114623_545,mse,-2.0,5.0,3.0,7.0
6FHF_20150303_114623_545,ssim,-2.0,-5.0,3.0,7.0
6FHF_20150303_114623_545,ms_ssim,-2.0,5.0,3.0,7.0
0155_20160805_140239_132,mse,-2.0,5.0,-6.0,-7.0
0155_20160805_140239_132,ssim,-2.0,5.0,-6.0,-7.0
0155_20160805_140239_132,ms_ssim,-2.0,5.0,-6.0,-7.0
4KK2_20150829_195254_901,mse,-4.0,-5.0,3.0,7.0
4KK2_20150829_195254_901,ssim,-4.0,-5.0,3.0,7.0
4KK2_20150829_195254_901,ms_ssim,-4.0,-5.0,3.0,7.0
0039_20141010_150847_049,mse,4.0,2.5,3.0,-3.5
0039_20141010_150847_049,ssim,4.0,2.5,3.0,-3.5
0039_20141010_150847_049,ms_ssim,4.0,2.5,3.0,-3.5
0030_20151212_120927_758,mse,-4.0,-2.5,6.0,-7.0
0030_20151212_120927_758,ssim,2.0,2.5,-3.0,3.5
0030_20151212_120927_758,ms_ssim,-4.0,-2.5,6.0,-7.0
4KK2_20150818_120416_804,mse,4.0,-5.0,-3.0,3.5
4KK2_20150818_120416_804,ssim,2.0,-5.0,6.0,-3.5
4KK2_20150818_120416_804,ms_ssim,4.0,-5.0,-3.0,-3.5
4WBR_20150524_114727_634,mse,2.0,-5.0,-3.0,-7.0
4WBR_20150524_114727_634,ssim,2.0,-5.0,-3.0,-3.5
4WBR_20150524_114727_634,ms_ssim,-4.0,2.5,-3.0,-3.5
1125_20151201_113924_741,mse,-2.0,-5.0,3.0,-7.0
1125_20151201_113924_741,ssim,2.0,-5.0,-6.0,3.5
1125_20151201_113924_741,ms_ssim,-2.0,-5.0,3.0,-7.0
0919_20150906_191628_098,mse,-4.0,-2.5,6.0,-7.0
0919_20150906_191628_098,ssim,2.0,2.5,-6.0,3.5
0919_20150906_191628_098,ms_ssim,-4.0,-2.5,6.0,-7.0
0043_20161002_121547_873,mse,2.0,2.5,-6.0,3.5
0043_20161002_121547_873,ssim,2.0,2.5,-6.0,3.5
0043_20161002_121547_873,ms_ssim,-2.0,5.0,3.0,7.0
5a9e_20150328_164116_926,mse,-2.0,5.0,-3.0,7.0
5a9e_20150328_164116_926,ssim,-2.0,5.0,-3.0,7.0
5a9e_20150328_164116_926,ms_ssim,-2.0,5.0,-3.0,7.0
1125_20151229_134649_867,mse,-2.0,-5.0,-6.0,3.5
1125_20151229_134649_867,ssim,-2.0,-5.0,-6.0,3.5
1125_20151229_134649_867,ms_ssim,-2.0,-5.0,-6.0,3.5
0009_20160712_114501_371,mse,-4.0,5.0,3.0,7.0
0009_20160712_114501_371,ssim,4.0,5.0,-3.0,3.5
0009_20160712_114501_371,ms_ssim,-4.0,5.0,6.0,7.0
0043_20160826_125657_579,mse,-4.0,2.5,6.0,-7.0
0043_20160826_125657_579,ssim,-4.0,2.5,6.0,-7.0
0043_20160826_125657_579,ms_ssim,-4.0,-2.5,6.0,7.0
0272_20151215_235432_538,mse,-4.0,-2.5,6.0,-7.0
0272_20151215_235432_538,ssim,-4.0,-2.5,6.0,-3.5
0272_20151215_235432_538,ms_ssim,-4.0,-5.0,6.0,-3.5
0919_20150906_185413_388,mse,2.0,-2.5,3.0,3.5
0919_20150906_185413_388,ssim,-4.0,-2.5,6.0,3.5
0919_20150906_185413_388,ms_ssim,-4.0,-2.5,6.0,3.5
6FHF_20150303_112426_887,mse,2.0,-2.5,6.0,-3.5
6FHF_20150303_112426_887,ssim,4.0,-2.5,-3.0,-3.5
6FHF_20150303_112426_887,ms_ssim,2.0,-2.5,6.0,-3.5
0006_20160727_194833_362,mse,-4.0,2.5,-3.0,-3.5
0006_20160727_194833_362,ssim,2.0,2.5,-3.0,-3.5
0006_20160727_194833_362,ms_ssim,2.0,2.5,-3.0,-3.5
0009_20160702_183724_644,mse,4.0,-5.0,6.0,-3.5
0009_20160702_183724_644,ssim,-4.0,-2.5,3.0,3.5
0009_20160702_183724_644,ms_ssim,4.0,5.0,6.0,-3.5
c1b1_20150312_213906_682,mse,-4.0,-2.5,-3.0,-7.0
c1b1_20150312_213906_682,ssim,-4.0,-5.0,-3.0,3.5
c1b1_20150312_213906_682,ms_ssim,2.0,2.5,3.0,-7.0
1125_20151201_115648_967,mse,2.0,2.5,-3.0,-3.5
1125_20151201_115648_967,ssim,2.0,2.5,-3.0,-3.5
1125_20151201_115648_967,ms_ssim,2.0,2.5,-3.0,-3.5
33TJ_20150723_184246_613,mse,2.0,-2.5,3.0,-7.0
33TJ_20150723_184246_613,ssim,2.0,-2.5,3.0,-7.0
33TJ_20150723_184246_613,ms_ssim,-2.0,-2.5,3.0,3.5
6G7M_20150415_201908_091,mse,-4.0,-2.5,-3.0,-3.5
6G7M_20150415_201908_091,ssim,-4.0,-2.5,-3.0,-3.5
6G7M_20150415_201908_091,ms_ssim,-4.0,-2.5,-3.0,-3.5
0006_20160722_100951_201,mse,-2.0,5.0,-3.0,-3.5
0006_20160722_100951_201,ssim,-2.0,5.0,-3.0,-3.5
0006_20160722_100951_201,ms_ssim,-2.0,5.0,-3.0,-3.5
0037_20160716_115207_833,mse,-2.0,2.5,6.0,-3.5
0037_20160716_115207_833,ssim,4.0,-5.0,-3.0,-3.5
0037_20160716_115207_833,ms_ssim,4.0,2.5,-3.0,-3.5
4KK2_20150818_121020_395,mse,2.0,5.0,3.0,-3.5
4KK2_20150818_121020_395,ssim,2.0,2.5,6.0,-3.5
4KK2_20150818_121020_395,ms_ssim,2.0,5.0,-6.0,-3.5
0382_20150924_091012_318,mse,4.0,-5.0,6.0,3.5
0382_20150924_091012_318,ssim,4.0,-5.0,6.0,-3.5
0382_20150924_091012_318,ms_ssim,4.0,-5.0,6.0,-3.5
0382_20150924_094137_237,mse,2.0,-5.0,6.0,-7.0
0382_20150924_094137_237,ssim,2.0,5.0,6.0,7.0
0382_20150924_094137_237,ms_ssim,-4.0,5.0,6.0,-3.5
0039_20141007_153504_788,mse,2.0,-2.5,-6.0,3.5
0039_20141007_153504_788,ssim,2.0,5.0,-6.0,3.5
0039_20141007_153504_788,ms_ssim,2.0,-2.5,-6.0,3.5
5a9e_20150404_132155_318,mse,-4.0,-5.0,-6.0,3.5
5a9e_20150404_132155_318,ssim,2.0,2.5,-6.0,3.5
5a9e_20150404_132155_318,ms_ssim,4.0,-5.0,-6.0,3.5
6G7M_20150419_023348_725,mse,-2.0,2.5,-3.0,3.5
6G7M_20150419_023348_725,ssim,4.0,-5.0,-3.0,-3.5
6G7M_20150419_023348_725,ms_ssim,4.0,-2.5,-3.0,-3.5
c1b1_20150312_204743_218,mse,2.0,-5.0,-6.0,7.0
c1b1_20150312_204743_218,ssim,-4.0,-2.5,6.0,-7.0
c1b1_20150312_204743_218,ms_ssim,4.0,-5.0,-3.0,-3.5
1125_20151226_120550_457,mse,4.0,5.0,-6.0,7.0
1125_20151226_120550_457,ssim,4.0,-5.0,6.0,-7.0
1125_20151226_120550_457,ms_ssim,-4.0,-2.5,-3.0,-3.5
0006_20160727_193526_527,mse,-4.0,5.0,6.0,7.0
0006_20160727_193526_527,ssim,2.0,2.5,3.0,3.5
0006_20160727_193526_527,ms_ssim,-4.0,5.0,-6.0,3.5
33TJ_20150812_151842_736,mse,-2.0,-2.5,6.0,3.5
33TJ_20150812_151842_736,ssim,-2.0,5.0,-3.0,7.0
33TJ_20150812_151842_736,ms_ssim,4.0,-2.5,6.0,-3.5
0043_20160826_124917_181,mse,2.0,-5.0,3.0,-7.0
0043_20160826_124917_181,ssim,-2.0,2.5,-6.0,-3.5
0043_20160826_124917_181,ms_ssim,2.0,-5.0,3.0,-7.0
0830_20151031_145655_347,mse,-4.0,-2.5,6.0,7.0
0830_20151031_145655_347,ssim,-2.0,2.5,-3.0,3.5
0830_20151031_145655_347,ms_ssim,-4.0,-2.5,6.0,7.0
4KK2_20150718_150425_654,mse,4.0,5.0,6.0,-3.5
4KK2_20150718_150425_654,ssim,-2.0,2.5,-3.0,-3.5
4KK2_20150718_150425_654,ms_ssim,4.0,5.0,6.0,-3.5
5a9e_20150403_125046_543,mse,2.0,-5.0,6.0,7.0
5a9e_20150403_125046_543,ssim,4.0,-5.0,6.0,7.0
5a9e_20150403_125046_543,ms_ssim,-4.0,5.0,-3.0,-3.5
6G7M_20150307_163855_834,mse,4.0,-2.5,6.0,3.5
6G7M_20150307_163855_834,ssim,4.0,-2.5,6.0,3.5
6G7M_20150307_163855_834,ms_ssim,4.0,-2.5,6.0,3.5
c1b1_20150311_195432_970,mse,2.0,5.0,6.0,3.5
c1b1_20150311_195432_970,ssim,-4.0,-2.5,-6.0,3.5
c1b1_20150311_195432_970,ms_ssim,2.0,5.0,6.0,3.5
0158_20160702_163422_023,mse,4.0,-2.5,6.0,-7.0
0158_20160702_163422_023,ssim,2.0,-2.5,6.0,-7.0
0158_20160702_163422_023,ms_ssim,4.0,-2.5,6.0,-7.0
0382_20150924_092634_617,mse,4.0,5.0,-6.0,-7.0
0382_20150924_092634_617,ssim,4.0,5.0,-6.0,-7.0
0382_20150924_092634_617,ms_ssim,4.0,5.0,-6.0,-7.0
0272_20160515_091840_188,mse,2.0,2.5,-3.0,-3.5
0272_20160515_091840_188,ssim,-4.0,-2.5,3.0,7.0
0272_20160515_091840_188,ms_ssim,4.0,5.0,-3.0,-3.5
33TJ_20150811_091951_507,mse,2.0,-2.5,6.0,-3.5
33TJ_20150811_091951_507,ssim,2.0,-2.5,6.0,-3.5
33TJ_20150811_091951_507,ms_ssim,2.0,-2.5,6.0,-3.5
4KK2_20150912_115802_420,mse,-4.0,-5.0,-6.0,-7.0
4KK2_20150912_115802_420,ssim,-4.0,5.0,-3.0,-7.0
4KK2_20150912_115802_420,ms_ssim,4.0,-5.0,-6.0,-7.0
0127_20161112_151428_913,mse,4.0,-2.5,-3.0,3.5
0127_20161112_151428_913,ssim,-4.0,5.0,3.0,3.5
0127_20161112_151428_913,ms_ssim,4.0,-2.5,-3.0,3.5
0155_20160810_212319_430,mse,-4.0,5.0,6.0,3.5
0155_20160810_212319_430,ssim,-4.0,5.0,-3.0,3.5
0155_20160810_212319_430,ms_ssim,-4.0,5.0,-3.0,3.5
0543_20150917_124715_973,mse,2.0,-5.0,-6.0,-3.5
0543_20150917_124715_973,ssim,-2.0,-2.5,6.0,-3.5
0543_20150917_124715_973,ms_ssim,4.0,-5.0,-6.0,-3.5
0218_20150326_020721_884,mse,4.0,-5.0,-3.0,-3.5
0218_20150326_020721_884,ssim,4.0,-5.0,-3.0,-3.5
0218_20150326_020721_884,ms_ssim,4.0,-5.0,-3.0,-3.5
0006_20160726_185600_481,mse,2.0,5.0,-6.0,-7.0
0006_20160726_185600_481,ssim,-4.0,5.0,-6.0,-7.0
0006_20160726_185600_481,ms_ssim,2.0,5.0,-6.0,-7.0
0006_20160726_182226_719,mse,2.0,2.5,-6.0,3.5
0006_20160726_182226_719,ssim,2.0,5.0,-6.0,-3.5
0006_20160726_182226_719,ms_ssim,-4.0,-5.0,-3.0,3.5
33TJ_20150722_191744_245,mse,-4.0,-5.0,-6.0,-3.5
33TJ_20150722_191744_245,ssim,-4.0,-5.0,-6.0,-3.5
33TJ_20150722_191744_245,ms_ssim,-4.0,-5.0,-6.0,-3.5
47L8_20150701_154757_635,mse,2.0,-5.0,-6.0,-7.0
47L8_20150701_154757_635,ssim,2.0,-5.0,-6.0,7.0
47L8_20150701_154757_635,ms_ssim,2.0,-5.0,-6.0,-7.0
0006_20160731_144027_120,mse,2.0,-2.5,-6.0,-3.5
0006_20160731_144027_120,ssim,4.0,5.0,-6.0,-3.5
0006_20160731_144027_120,ms_ssim,-4.0,-5.0,6.0,-3.5
0155_20160901_170443_352,mse,4.0,-5.0,-6.0,-3.5
0155_20160901_170443_352,ssim,2.0,5.0,6.0,-7.0
0155_20160901_170443_352,ms_ssim,4.0,-5.0,-3.0,-3.5
0043_20160827_142051_033,mse,2.0,2.5,-3.0,3.5
0043_20160827_142051_033,ssim,2.0,2.5,-3.0,3.5
0043_20160827_142051_033,ms_ssim,2.0,2.5,-3.0,3.5
0382_20150924_101902_286,mse,2.0,-2.5,-6.0,3.5
0382_20150924_101902_286,ssim,2.0,-2.5,6.0,-3.5
0382_20150924_101902_286,ms_ssim,2.0,-2.5,-6.0,3.5
0043_20160829_193337_868,mse,2.0,-5.0,6.0,-7.0
0043_20160829_193337_868,ssim,2.0,-5.0,6.0,-7.0
0043_20160829_193337_868,ms_ssim,2.0,-5.0,6.0,-7.0
0043_20160830_083130_560,mse,2.0,5.0,-6.0,7.0
0043_20160830_083130_560,ssim,-2.0,-5.0,-3.0,7.0
0043_20160830_083130_560,ms_ssim,4.0,5.0,-3.0,7.0
33TJ_20150722_193649_052,mse,-2.0,-5.0,3.0,-7.0
33TJ_20150722_193649_052,ssim,-2.0,-2.5,3.0,3.5
33TJ_20150722_193649_052,ms_ssim,-4.0,-2.5,3.0,3.5
33TJ_20150627_145308_574,mse,-2.0,-5.0,3.0,-7.0
33TJ_20150627_145308_574,ssim,4.0,5.0,-6.0,-3.5
33TJ_20150627_145308_574,ms_ssim,-2.0,-5.0,6.0,-7.0
33TJ_20150811_102341_844,mse,-4.0,-5.0,3.0,-7.0
33TJ_20150811_102341_844,ssim,-4.0,-2.5,3.0,-7.0
33TJ_20150811_102341_844,ms_ssim,-4.0,-5.0,3.0,-7.0
0037_20160719_122512_780,mse,4.0,-2.5,6.0,-7.0
0037_20160719_122512_780,ssim,2.0,2.5,-6.0,3.5
0037_20160719_122512_780,ms_ssim,4.0,-2.5,6.0,-3.5
c1b1_20150115_172551_734,mse,-2.0,2.5,-6.0,-3.5
c1b1_20150115_172551_734,ssim,4.0,-2.5,-6.0,-3.5
c1b1_20150115_172551_734,ms_ssim,-2.0,2.5,-3.0,-3.5
0039_20141005_133430_484,mse,2.0,2.5,-3.0,3.5
0039_20141005_133430_484,ssim,-2.0,-5.0,-3.0,7.0
0039_20141005_133430_484,ms_ssim,4.0,-2.5,6.0,-3.5
0009_20160710_012512_616,mse,4.0,-5.0,6.0,-3.5
0009_20160710_012512_616,ssim,-2.0,2.5,-3.0,3.5
0009_20160710_012512_616,ms_ssim,4.0,-5.0,6.0,-3.5
4KK2_20150822_132502_186,mse,4.0,-5.0,3.0,7.0
4KK2_20150822_132502_186,ssim,4.0,-5.0,-3.0,-3.5
4KK2_20150822_132502_186,ms_ssim,-4.0,2.5,3.0,7.0
0039_20141010_181155_937,mse,4.0,-2.5,-6.0,7.0
0039_20141010_181155_937,ssim,-4.0,2.5,-6.0,7.0
0039_20141010_181155_937,ms_ssim,2.0,-2.5,3.0,7.0
47L8_20150503_152322_111,mse,4.0,-5.0,-3.0,-3.5
47L8_20150503_152322_111,ssim,-2.0,2.5,6.0,3.5
47L8_20150503_152322_111,ms_ssim,4.0,-5.0,-3.0,-3.5
c1b1_20150424_191138_011,mse,-2.0,5.0,3.0,-7.0
c1b1_20150424_191138_011,ssim,-2.0,5.0,6.0,3.5
c1b1_20150424_191138_011,ms_ssim,4.0,5.0,6.0,3.5
0037_20160719_162557_513,mse,4.0,2.5,-6.0,3.5
0037_20160719_162557_513,ssim,4.0,-2.5,-6.0,3.5
0037_20160719_162557_513,ms_ssim,4.0,2.5,-6.0,-7.0
J6ZC_20150408_151305_158,mse,-4.0,5.0,-6.0,3.5
J6ZC_20150408_151305_158,ssim,4.0,5.0,-3.0,3.5
J6ZC_20150408_151305_158,ms_ssim,4.0,5.0,-3.0,3.5
0382_20150919_130618_430,mse,4.0,5.0,6.0,-7.0
0382_20150919_130618_430,ssim,2.0,-5.0,6.0,-7.0
0382_20150919_130618_430,ms_ssim,-4.0,5.0,-3.0,7.0
0043_20161005_181450_932,mse,-4.0,2.5,6.0,7.0
0043_20161005_181450_932,ssim,-4.0,2.5,-3.0,-3.5
0043_20161005_181450_932,ms_ssim,-4.0,2.5,6.0,7.0
0127_20161018_115633_840,mse,4.0,2.5,-6.0,3.5
0127_20161018_115633_840,ssim,4.0,2.5,-6.0,3.5
0127_20161018_115633_840,ms_ssim,4.0,2.5,-6.0,3.5
4WBR_20150502_163510_618,mse,-2.0,-5.0,-3.0,7.0
4WBR_20150502_163510_618,ssim,-2.0,-5.0,-3.0,7.0
4WBR_20150502_163510_618,ms_ssim,-2.0,-5.0,-3.0,-3.5
1125_20151231_124309_717,mse,2.0,-5.0,-3.0,-7.0
1125_20151231_124309_717,ssim,2.0,2.5,6.0,3.5
1125_20151231_124309_717,ms_ssim,2.0,-5.0,-3.0,-7.0
6G7M_20150411_180814_070,mse,2.0,2.5,3.0,-7.0
6G7M_20150411_180814_070,ssim,-4.0,5.0,-3.0,3.5
6G7M_20150411_180814_070,ms_ssim,2.0,2.5,3.0,-7.0
0030_20160606_182515_134,mse,-4.0,-5.0,3.0,-7.0
0030_20160606_182515_134,ssim,-4.0,-5.0,3.0,-7.0
0030_20160606_182515_134,ms_ssim,-4.0,-5.0,3.0,-7.0
6G7M_20150324_215121_390,mse,2.0,-2.5,-6.0,3.5
6G7M_20150324_215121_390,ssim,-4.0,5.0,6.0,3.5
6G7M_20150324_215121_390,ms_ssim,-4.0,-2.5,6.0,3.5
0919_20150906_172151_118,mse,2.0,5.0,-6.0,-7.0
0919_20150906_172151_118,ssim,2.0,5.0,-6.0,-7.0
0919_20150906_172151_118,ms_ssim,2.0,5.0,-6.0,-7.0
0006_20160726_152436_393,mse,2.0,-2.5,6.0,3.5
0006_20160726_152436_393,ssim,2.0,-2.5,6.0,3.5
0006_20160726_152436_393,ms_ssim,2.0,-5.0,6.0,3.5
0037_20160716_151311_344,mse,-2.0,-5.0,3.0,-3.5
0037_20160716_151311_344,ssim,4.0,-5.0,-6.0,7.0
0037_20160716_151311_344,ms_ssim,4.0,-5.0,6.0,7.0
